Na,Ca,K,Mg,Cu,Ni,Zn,Cu_pred,Cu_err,Ni_pred,Ni_err,Zn_pred,Zn_err
125.0,375.0,0.0,0.0,5.0,5.0,5.0,3.93,-1.07,3.5,-1.5,4.51,-0.486
125.0,375.0,0.0,0.0,5.0,5.0,5.0,3.63,-1.37,3.22,-1.78,4.2,-0.799
125.0,375.0,0.0,0.0,5.0,5.0,5.0,3.72,-1.28,3.38,-1.62,4.33,-0.674
250.0,250.0,0.0,0.0,5.0,5.0,5.0,3.59,-1.41,3.08,-1.92,4.59,-0.409
250.0,250.0,0.0,0.0,5.0,5.0,5.0,3.55,-1.45,3.26,-1.74,4.3,-0.705
250.0,250.0,0.0,0.0,5.0,5.0,5.0,3.66,-1.34,3.28,-1.72,4.54,-0.458
250.0,500.0,0.0,0.0,5.0,5.0,5.0,3.49,-1.51,3.19,-1.81,4.27,-0.732
250.0,500.0,0.0,0.0,5.0,5.0,5.0,3.62,-1.38,3.26,-1.74,4.37,-0.628
250.0,500.0,0.0,0.0,5.0,5.0,5.0,3.4,-1.6,3.04,-1.96,4.32,-0.684
375.0,125.0,0.0,0.0,5.0,5.0,5.0,3.37,-1.63,2.86,-2.14,5.22,0.216
375.0,125.0,0.0,0.0,5.0,5.0,5.0,3.61,-1.39,2.93,-2.07,5.25,0.253
375.0,125.0,0.0,0.0,5.0,5.0,5.0,3.51,-1.49,3.09,-1.91,4.98,-0.0207
375.0,375.0,0.0,0.0,5.0,5.0,5.0,3.49,-1.51,2.86,-2.14,4.52,-0.483
375.0,375.0,0.0,0.0,5.0,5.0,5.0,3.38,-1.62,2.63,-2.37,4.62,-0.376
375.0,375.0,0.0,0.0,5.0,5.0,5.0,3.52,-1.48,2.81,-2.19,4.59,-0.411
500.0,250.0,0.0,0.0,5.0,5.0,5.0,3.56,-1.44,2.66,-2.34,5.5,0.497
500.0,250.0,0.0,0.0,5.0,5.0,5.0,3.5,-1.5,2.98,-2.02,5.78,0.778
500.0,250.0,0.0,0.0,5.0,5.0,5.0,3.42,-1.58,2.75,-2.25,5.38,0.379
500.0,500.0,0.0,0.0,5.0,5.0,5.0,3.48,-1.52,2.63,-2.37,4.77,-0.233
500.0,500.0,0.0,0.0,5.0,5.0,5.0,3.56,-1.44,2.84,-2.16,4.81,-0.195
500.0,500.0,0.0,0.0,5.0,5.0,5.0,3.5,-1.5,2.79,-2.21,4.84,-0.163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948,0.0948,0.159,0.159,0.282,0.282
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662,0.0662,0.182,0.182,0.127,0.127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.124,0.169,0.169,0.0627,0.0627
250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.184,0.184,0.237,0.237,0.273,0.273
250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.179,0.179,0.151,0.151,0.092,0.092
250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.14,0.14,0.166,0.166,0.0548,0.0548
250.0,250.0,500.0,0.0,0.0,0.0,0.0,0.155,0.155,0.126,0.126,0.0751,0.0751
250.0,250.0,500.0,0.0,0.0,0.0,0.0,0.146,0.146,0.249,0.249,0.0156,0.0156
250.0,250.0,500.0,0.0,0.0,0.0,0.0,0.182,0.182,0.172,0.172,0.0591,0.0591
500.0,500.0,250.0,0.0,0.0,0.0,0.0,0.213,0.213,0.0701,0.0701,0.0509,0.0509
500.0,500.0,250.0,0.0,0.0,0.0,0.0,0.188,0.188,0.083,0.083,0.0424,0.0424
500.0,500.0,250.0,0.0,0.0,0.0,0.0,0.11,0.11,0.107,0.107,0.0593,0.0593
500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.211,0.211,0.103,0.103,0.0641,0.0641
500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.163,0.163,0.155,0.155,0.0671,0.0671
500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.102,0.102,0.0989,0.0989,0.0742,0.0742
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.11,0.111,0.839,-0.161,0.929,-0.0712
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.07,0.0678,0.838,-0.162,0.823,-0.177
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.03,0.0322,0.915,-0.0849,0.891,-0.109
250.0,250.0,250.0,0.0,1.0,1.0,1.0,0.888,-0.112,0.734,-0.266,1.09,0.0908
250.0,250.0,250.0,0.0,1.0,1.0,1.0,1.01,0.00836,0.84,-0.16,1.1,0.102
250.0,250.0,250.0,0.0,1.0,1.0,1.0,0.904,-0.0955,0.794,-0.206,1.03,0.028
250.0,250.0,500.0,0.0,1.0,1.0,1.0,0.9,-0.0998,0.697,-0.303,1.44,0.435
250.0,250.0,500.0,0.0,1.0,1.0,1.0,0.958,-0.0418,0.652,-0.348,1.23,0.228
250.0,250.0,500.0,0.0,1.0,1.0,1.0,0.961,-0.0391,0.673,-0.327,1.25,0.254
500.0,500.0,250.0,0.0,1.0,1.0,1.0,0.899,-0.101,0.47,-0.53,1.06,0.059
500.0,500.0,250.0,0.0,1.0,1.0,1.0,0.867,-0.133,0.512,-0.488,0.973,-0.0265
500.0,500.0,250.0,0.0,1.0,1.0,1.0,0.832,-0.168,0.558,-0.442,1.01,0.00619
500.0,500.0,500.0,0.0,1.0,1.0,1.0,0.89,-0.11,0.553,-0.447,1.1,0.101
500.0,500.0,500.0,0.0,1.0,1.0,1.0,0.795,-0.205,0.628,-0.372,1.15,0.149
500.0,500.0,500.0,0.0,1.0,1.0,1.0,0.784,-0.216,0.54,-0.46,1.13,0.131
0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.99,-0.00627,1.67,-0.331,1.81,-0.188
0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.9,-0.0992,1.57,-0.426,1.87,-0.132
0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.98,-0.021,1.5,-0.505,1.83,-0.173
250.0,250.0,250.0,0.0,2.0,2.0,2.0,1.74,-0.256,1.22,-0.782,2.34,0.343
250.0,250.0,250.0,0.0,2.0,2.0,2.0,1.58,-0.417,1.22,-0.781,2.22,0.223
250.0,250.0,250.0,0.0,2.0,2.0,2.0,1.74,-0.262,1.19,-0.808,2.37,0.374
250.0,250.0,500.0,0.0,2.0,2.0,2.0,1.64,-0.363,1.21,-0.788,2.62,0.619
250.0,250.0,500.0,0.0,2.0,2.0,2.0,1.58,-0.423,1.12,-0.882,2.68,0.677
250.0,250.0,500.0,0.0,2.0,2.0,2.0,1.59,-0.412,1.13,-0.868,2.87,0.869
500.0,500.0,250.0,0.0,2.0,2.0,2.0,1.44,-0.56,1.05,-0.953,2.19,0.187
500.0,500.0,250.0,0.0,2.0,2.0,2.0,1.43,-0.567,0.959,-1.04,2.25,0.255
500.0,500.0,250.0,0.0,2.0,2.0,2.0,1.47,-0.529,1.11,-0.888,2.23,0.229
500.0,500.0,500.0,0.0,2.0,2.0,2.0,1.44,-0.56,0.893,-1.11,2.14,0.14
500.0,500.0,500.0,0.0,2.0,2.0,2.0,1.43,-0.566,0.911,-1.09,2.16,0.165
500.0,500.0,500.0,0.0,2.0,2.0,2.0,1.49,-0.512,1.08,-0.917,2.36,0.359
0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.84,-0.158,2.74,-0.259,2.84,-0.164
0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.85,-0.147,2.76,-0.242,2.81,-0.19
0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.86,-0.142,2.72,-0.282,2.98,-0.0242
250.0,250.0,250.0,0.0,3.0,3.0,3.0,2.41,-0.587,1.81,-1.19,3.41,0.413
250.0,250.0,250.0,0.0,3.0,3.0,3.0,2.4,-0.605,1.75,-1.25,3.41,0.409
250.0,250.0,250.0,0.0,3.0,3.0,3.0,2.37,-0.634,1.75,-1.25,3.4,0.399
250.0,250.0,500.0,0.0,3.0,3.0,3.0,2.35,-0.653,1.58,-1.42,4.04,1.04
250.0,250.0,500.0,0.0,3.0,3.0,3.0,2.28,-0.721,1.6,-1.4,4.15,1.15
250.0,250.0,500.0,0.0,3.0,3.0,3.0,2.42,-0.576,1.6,-1.4,4.2,1.2
500.0,500.0,250.0,0.0,3.0,3.0,3.0,2.24,-0.763,1.67,-1.33,3.46,0.461
500.0,500.0,250.0,0.0,3.0,3.0,3.0,2.12,-0.881,1.51,-1.49,3.43,0.427
500.0,500.0,250.0,0.0,3.0,3.0,3.0,2.14,-0.864,1.62,-1.38,3.33,0.332
500.0,500.0,500.0,0.0,3.0,3.0,3.0,2.05,-0.949,1.5,-1.5,3.72,0.721
500.0,500.0,500.0,0.0,3.0,3.0,3.0,2.15,-0.854,1.43,-1.57,3.59,0.589
500.0,500.0,500.0,0.0,3.0,3.0,3.0,2.07,-0.934,1.37,-1.63,3.65,0.655
0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.83,-0.17,3.62,-0.377,3.86,-0.142
0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.7,-0.3,3.76,-0.239,3.81,-0.194
0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.88,-0.117,3.85,-0.153,3.88,-0.123
250.0,250.0,250.0,0.0,4.0,4.0,4.0,2.94,-1.06,2.35,-1.65,4.49,0.488
250.0,250.0,250.0,0.0,4.0,4.0,4.0,2.9,-1.1,2.19,-1.81,4.63,0.633
250.0,250.0,250.0,0.0,4.0,4.0,4.0,3.04,-0.958,2.45,-1.55,4.49,0.489
250.0,250.0,500.0,0.0,4.0,4.0,4.0,2.95,-1.05,2.09,-1.91,5.13,1.13
250.0,250.0,500.0,0.0,4.0,4.0,4.0,2.92,-1.08,2.07,-1.93,5.29,1.29
250.0,250.0,500.0,0.0,4.0,4.0,4.0,3.07,-0.931,2.12,-1.88,5.36,1.36
500.0,500.0,250.0,0.0,4.0,4.0,4.0,2.59,-1.41,2.1,-1.9,4.21,0.214
500.0,500.0,250.0,0.0,4.0,4.0,4.0,2.62,-1.38,2.09,-1.91,4.31,0.306
500.0,500.0,250.0,0.0,4.0,4.0,4.0,2.73,-1.27,2.03,-1.97,4.46,0.463
500.0,500.0,500.0,0.0,4.0,4.0,4.0,2.66,-1.34,1.84,-2.16,4.83,0.827
500.0,500.0,500.0,0.0,4.0,4.0,4.0,2.59,-1.41,1.84,-2.16,4.87,0.865
500.0,500.0,500.0,0.0,4.0,4.0,4.0,2.69,-1.31,1.93,-2.07,4.65,0.651
0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.73,-0.27,4.56,-0.436,4.65,-0.349
0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.57,-0.43,4.92,-0.0786,4.74,-0.259
0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.63,-0.369,4.78,-0.221,5.04,0.0361
250.0,250.0,250.0,0.0,5.0,5.0,5.0,3.65,-1.35,2.92,-2.08,5.54,0.542
250.0,250.0,250.0,0.0,5.0,5.0,5.0,3.41,-1.59,2.82,-2.18,5.66,0.657
250.0,250.0,250.0,0.0,5.0,5.0,5.0,3.58,-1.42,2.81,-2.19,5.58,0.58
250.0,250.0,500.0,0.0,5.0,5.0,5.0,3.43,-1.57,2.81,-2.19,6.59,1.59
250.0,250.0,500.0,0.0,5.0,5.0,5.0,3.31,-1.69,2.81,-2.19,6.54,1.54
250.0,250.0,500.0,0.0,5.0,5.0,5.0,3.62,-1.38,2.73,-2.27,6.75,1.75
500.0,500.0,250.0,0.0,5.0,5.0,5.0,3.43,-1.57,2.7,-2.3,5.54,0.539
500.0,500.0,250.0,0.0,5.0,5.0,5.0,3.18,-1.82,2.72,-2.28,5.44,0.439
500.0,500.0,250.0,0.0,5.0,5.0,5.0,3.32,-1.68,2.84,-2.16,5.53,0.533
500.0,500.0,500.0,0.0,5.0,5.0,5.0,3.19,-1.81,2.43,-2.57,5.9,0.901
500.0,500.0,500.0,0.0,5.0,5.0,5.0,3.17,-1.83,2.51,-2.49,5.81,0.809
500.0,500.0,500.0,0.0,5.0,5.0,5.0,3.2,-1.8,2.61,-2.39,6.06,1.06
250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.149,0.149,0.131,0.131,0.0309,0.0309
250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.2,0.2,0.173,0.173,0.0345,0.0345
250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.155,0.155,0.158,0.158,0.043,0.043
250.0,250.0,250.0,500.0,0.0,0.0,0.0,0.193,0.193,0.0985,0.0985,0.0954,0.0954
250.0,250.0,250.0,500.0,0.0,0.0,0.0,0.224,0.224,0.0616,0.0616,0.096,0.096
250.0,250.0,250.0,500.0,0.0,0.0,0.0,0.217,0.217,0.0957,0.0957,0.0708,0.0708
500.0,500.0,500.0,250.0,0.0,0.0,0.0,0.168,0.168,0.126,0.126,0.067,0.067
500.0,500.0,500.0,250.0,0.0,0.0,0.0,0.162,0.162,0.0647,0.0647,0.0981,0.0981
500.0,500.0,500.0,250.0,0.0,0.0,0.0,0.188,0.188,0.1,0.1,0.0802,0.0802
500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.137,0.137,-0.0182,-0.0182,0.0614,0.0614
500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.112,0.112,0.00262,0.00262,0.0373,0.0373
500.0,500.0,500.0,500.0,0.0,0.0,0.0,0.172,0.172,0.0638,0.0638,0.0646,0.0646
250.0,250.0,250.0,250.0,1.0,1.0,1.0,0.914,-0.0859,0.536,-0.464,0.62,-0.38
250.0,250.0,250.0,250.0,1.0,1.0,1.0,0.856,-0.144,0.645,-0.355,0.718,-0.282
250.0,250.0,250.0,250.0,1.0,1.0,1.0,0.812,-0.188,0.526,-0.474,0.641,-0.359
250.0,250.0,250.0,500.0,1.0,1.0,1.0,0.72,-0.28,0.505,-0.495,0.537,-0.463
250.0,250.0,250.0,500.0,1.0,1.0,1.0,0.742,-0.258,0.626,-0.374,0.553,-0.447
250.0,250.0,250.0,500.0,1.0,1.0,1.0,0.795,-0.205,0.603,-0.397,0.601,-0.399
500.0,500.0,500.0,250.0,1.0,1.0,1.0,0.945,-0.0552,0.566,-0.434,0.773,-0.227
500.0,500.0,500.0,250.0,1.0,1.0,1.0,0.812,-0.188,0.559,-0.441,0.837,-0.163
500.0,500.0,500.0,250.0,1.0,1.0,1.0,0.781,-0.219,0.411,-0.589,0.817,-0.183
500.0,500.0,500.0,500.0,1.0,1.0,1.0,0.851,-0.149,0.572,-0.428,0.59,-0.41
500.0,500.0,500.0,500.0,1.0,1.0,1.0,0.894,-0.106,0.457,-0.543,0.588,-0.412
500.0,500.0,500.0,500.0,1.0,1.0,1.0,0.825,-0.175,0.448,-0.552,0.595,-0.405
250.0,250.0,250.0,250.0,2.0,2.0,2.0,1.47,-0.53,1.06,-0.94,1.4,-0.604
250.0,250.0,250.0,250.0,2.0,2.0,2.0,1.36,-0.645,1.09,-0.908,1.43,-0.568
250.0,250.0,250.0,250.0,2.0,2.0,2.0,1.47,-0.533,1.27,-0.731,1.44,-0.564
250.0,250.0,250.0,500.0,2.0,2.0,2.0,1.4,-0.603,0.987,-1.01,1.15,-0.851
250.0,250.0,250.0,500.0,2.0,2.0,2.0,1.38,-0.616,0.95,-1.05,1.18,-0.815
250.0,250.0,250.0,500.0,2.0,2.0,2.0,1.5,-0.504,1.11,-0.892,1.23,-0.77
500.0,500.0,500.0,250.0,2.0,2.0,2.0,1.34,-0.659,0.931,-1.07,1.62,-0.38
500.0,500.0,500.0,250.0,2.0,2.0,2.0,1.35,-0.654,0.858,-1.14,1.74,-0.263
500.0,500.0,500.0,250.0,2.0,2.0,2.0,1.49,-0.505,1.04,-0.959,1.66,-0.342
500.0,500.0,500.0,500.0,2.0,2.0,2.0,1.46,-0.536,0.935,-1.07,1.35,-0.649
500.0,500.0,500.0,500.0,2.0,2.0,2.0,1.45,-0.554,0.874,-1.13,1.31,-0.685
500.0,500.0,500.0,500.0,2.0,2.0,2.0,1.35,-0.65,0.949,-1.05,1.35,-0.651
250.0,250.0,250.0,250.0,3.0,3.0,3.0,2.09,-0.912,1.71,-1.29,2.27,-0.731
250.0,250.0,250.0,250.0,3.0,3.0,3.0,2.12,-0.881,1.64,-1.36,2.21,-0.794
250.0,250.0,250.0,250.0,3.0,3.0,3.0,2.16,-0.843,1.64,-1.36,2.24,-0.762
250.0,250.0,250.0,500.0,3.0,3.0,3.0,1.92,-1.08,1.59,-1.41,1.71,-1.29
250.0,250.0,250.0,500.0,3.0,3.0,3.0,2.01,-0.994,1.48,-1.52,1.7,-1.3
250.0,250.0,250.0,500.0,3.0,3.0,3.0,2.04,-0.96,1.35,-1.65,1.66,-1.34
500.0,500.0,500.0,250.0,3.0,3.0,3.0,2.05,-0.951,1.46,-1.54,2.53,-0.466
500.0,500.0,500.0,250.0,3.0,3.0,3.0,2.02,-0.976,1.33,-1.67,2.63,-0.369
500.0,500.0,500.0,250.0,3.0,3.0,3.0,2.08,-0.923,1.57,-1.43,2.68,-0.324
500.0,500.0,500.0,500.0,3.0,3.0,3.0,2.05,-0.947,1.41,-1.59,2.01,-0.988
500.0,500.0,500.0,500.0,3.0,3.0,3.0,2.06,-0.943,1.33,-1.67,2.03,-0.972
500.0,500.0,500.0,500.0,3.0,3.0,3.0,2.09,-0.909,1.39,-1.61,2.11,-0.892
250.0,250.0,250.0,250.0,4.0,4.0,4.0,2.53,-1.47,2.15,-1.85,2.89,-1.11
250.0,250.0,250.0,250.0,4.0,4.0,4.0,2.58,-1.42,2.19,-1.81,2.95,-1.05
250.0,250.0,250.0,250.0,4.0,4.0,4.0,2.6,-1.4,2.02,-1.98,3.01,-0.994
250.0,250.0,250.0,500.0,4.0,4.0,4.0,2.61,-1.39,2.05,-1.95,2.49,-1.51
250.0,250.0,250.0,500.0,4.0,4.0,4.0,2.41,-1.59,1.94,-2.06,2.29,-1.71
250.0,250.0,250.0,500.0,4.0,4.0,4.0,2.56,-1.44,2.1,-1.9,2.48,-1.52
500.0,500.0,500.0,250.0,4.0,4.0,4.0,2.57,-1.43,1.79,-2.21,3.54,-0.464
500.0,500.0,500.0,250.0,4.0,4.0,4.0,2.5,-1.5,1.91,-2.09,3.56,-0.443
500.0,500.0,500.0,250.0,4.0,4.0,4.0,2.64,-1.36,1.98,-2.02,3.63,-0.367
500.0,500.0,500.0,500.0,4.0,4.0,4.0,2.56,-1.44,1.87,-2.13,2.5,-1.5
500.0,500.0,500.0,500.0,4.0,4.0,4.0,2.59,-1.41,1.99,-2.01,2.88,-1.12
500.0,500.0,500.0,500.0,4.0,4.0,4.0,2.64,-1.36,1.94,-2.06,2.75,-1.25
250.0,250.0,250.0,250.0,5.0,5.0,5.0,3.26,-1.74,2.84,-2.16,3.8,-1.2
250.0,250.0,250.0,250.0,5.0,5.0,5.0,3.15,-1.85,2.76,-2.24,3.94,-1.06
250.0,250.0,250.0,250.0,5.0,5.0,5.0,3.04,-1.96,2.63,-2.37,3.65,-1.35
250.0,250.0,250.0,500.0,5.0,5.0,5.0,3.18,-1.82,2.65,-2.35,3.04,-1.96
250.0,250.0,250.0,500.0,5.0,5.0,5.0,3.01,-1.99,2.51,-2.49,2.98,-2.02
250.0,250.0,250.0,500.0,5.0,5.0,5.0,3.06,-1.94,2.56,-2.44,3.14,-1.86
500.0,500.0,500.0,250.0,5.0,5.0,5.0,3.1,-1.9,2.37,-2.63,4.21,-0.794
500.0,500.0,500.0,250.0,5.0,5.0,5.0,3.23,-1.77,2.42,-2.58,4.24,-0.765
500.0,500.0,500.0,250.0,5.0,5.0,5.0,2.98,-2.02,2.4,-2.6,4.48,-0.522
500.0,500.0,500.0,500.0,5.0,5.0,5.0,3.29,-1.71,2.58,-2.42,3.4,-1.6
500.0,500.0,500.0,500.0,5.0,5.0,5.0,3.23,-1.77,2.5,-2.5,3.6,-1.4
500.0,500.0,500.0,500.0,5.0,5.0,5.0,3.27,-1.73,2.6,-2.4,3.56,-1.44
